,Unnamed: 0,action,effectiveness,effectiveness_number
896,896,Employ hunters in the conservation sector to reduce their impact,No evidence found (no assessment),1
897,897,Employ local people as ‘biomonitors’,Unknown effectiveness (limited evidence),1
898,898,Encapsulate planted moss fragments in beads/gel,No evidence found (no assessment),1
899,899,Encourage aquatic plant growth as refuge against fish predation,No evidence found (no assessment),1
900,900,Encourage community-based participation in land management,Likely to be beneficial,2
901,901,Encourage foraging waterfowl,Awaiting assessment,1
902,902,Encourage habitat protection of privately-owned land,No evidence found (no assessment),1
903,903,Encourage leaf litter development in new planting,No evidence found (no assessment),1
904,904,Encourage natural regeneration in former plantations,No evidence found (no assessment),1
905,905,Encourage online vendors to remove bat specimens for sale,No evidence found (no assessment),1
906,906,Encourage use of traditional hunting methods rather than using guns,No evidence found (no assessment),1
907,907,Enforce compliance to lighting regulations,No evidence found (no assessment),1
908,908,Enforce existing legislation for habitat protection,No evidence found (no assessment),1
909,909,Enforce legislation to control illegal fishing using gear or methods that are harmful to mammals,No evidence found (no assessment),1
910,910,Enforce legislation to prevent the trafficking and trade of marine and freshwater mammal products,No evidence found (no assessment),1
911,911,Enforce legislation to protect birds against persecution,Unknown effectiveness (limited evidence),1
912,912,Enforce port controls,Awaiting assessment,1
913,913,Enforce regulations to prevent trafficking and trade of bats,No evidence found (no assessment),1
914,914,Enforce regulations to prevent trafficking and trade of reptiles,No evidence found (no assessment),1
915,915,Engage farmers and landowners to manage land for bats,Unknown effectiveness (limited evidence),1
916,916,Engage landowners and other volunteers to manage land for amphibians,Likely to be beneficial,2
917,917,Engage landowners and volunteers to manage land for reptiles,No evidence found (no assessment),1
918,918,Engage local communities in conservation activities,Awaiting assessment,1
919,919,Engage local people in management/monitoring of marshes or swamps,Likely to be beneficial,2
920,920,Engage policy makers to make policy changes beneficial to reptiles,No evidence found (no assessment),1
921,921,Engage policymakers to make policy changes beneficial to bats,No evidence found (no assessment),1
922,922,Engage policymakers to make policy changes beneficial to marine and freshwater mammals,Unknown effectiveness (limited evidence),1
923,923,Engage stakeholders/fishers in scientific research and data collection,Awaiting assessment,1
924,924,Engage volunteers to collect amphibian data (citizen science),Likely to be beneficial,2
925,925,Engage with stakeholders when designing Marine Protected Areas,No evidence found (no assessment),1
926,926,Enhance bee taxonomy skills through higher education and training,Awaiting assessment,1
927,927,Enhance bird taxonomy skills through higher education and training,No evidence found (no assessment),1
928,928,Enhance natural habitat features to improve landscape connectivity to allow for range shifts of bats,No evidence found (no assessment),1
929,929,Enhance soil compaction,Likely to be ineffective or harmful,0
930,930,Ensure commercial hives/nests are disease free,Awaiting assessment,1
931,931,Ensure connectivity between habitat patches,Unknown effectiveness (limited evidence),1
932,932,Ensure genetic variation to increase translocation success,No evidence found (no assessment),1
933,933,Ensure that researchers/tourists are up-to-date with vaccinations and healthy,Unknown effectiveness (limited evidence),1
934,934,Ensure translocated birds are familiar with each other before release,Unknown effectiveness (limited evidence),1
935,935,Equip ports with dedicated fishing gear disposal facilities,No evidence found (no assessment),1
936,936,Eradicate existing populations of invasive non-native species,Awaiting assessment,1
937,937,Erect fencing to exclude reptiles from construction zones,No evidence found (no assessment),1
938,938,Erect predator-proof fencing around important breeding sites for waders,No evidence found (no assessment),1
939,939,Establish ‘move-on rules’ for fishing vessels if mammals are encountered,Unknown effectiveness (limited evidence),1
940,940,Establish a network of legally protected areas,No evidence found (no assessment),1
941,941,Establish aquaculture facilities to extract the nutrients from agricultural run-off,No evidence found (no assessment),1
942,942,Establish aquaculture to extract the nutrients from run-offs,No evidence found (no assessment),1
943,943,Establish aquaculture to extract the nutrients from run-offs,No evidence found (no assessment),1
944,944,Establish areas for conservation which are not protected by national or international legislation (e.g. private sector standards & codes),Unknown effectiveness (limited evidence),1
945,945,Establish community-based fisheries management,Unknown effectiveness (limited evidence),1
946,946,Establish deviation ponds in fish farms to reduce predation of fish stock by mammals to reduce human-wildlife conflict,No evidence found (no assessment),1
947,947,Establish emergency plans for oil spills,No evidence found (no assessment),1
948,948,Establish fallowing to reduce parasites/disease,Awaiting assessment,1
949,949,Establish fallowing to reduce pollution,Awaiting assessment,1
950,950,Establish fishing gear registration programmes,No evidence found (no assessment),1
951,951,Establish handling and release procedures for accidentally captured or entangled (‘bycatch’) reptiles,Awaiting assessment,1
952,952,Establish handling and release protocols for mammals captured by fisheries,Unknown effectiveness (limited evidence),1
953,953,Establish handling and release protocols in non-recreational fisheries,Awaiting assessment,1
954,954,Establish long-term cover on erodible cropland,Unknown effectiveness (limited evidence),1
955,955,Establish long-term fishery closures,Awaiting assessment,1
956,956,Establish no-mining zones in/near watersheds so as to preserve water levels and water quality,No evidence found (no assessment),1
957,957,Establish open and transparent reporting of fishing effort data,Awaiting assessment,1
958,958,Establish pollution emergency plans,No evidence found (no assessment),1
959,959,Establish pollution emergency plans,No evidence found (no assessment),1
960,960,Establish populations isolated from disease,Unknown effectiveness (limited evidence),1
961,961,Establish protocols to reduce collisions,No evidence found (no assessment),1
962,962,Establish riparian buffers,No evidence found (no assessment),1
963,963,Establish riparian buffers to reduce the amount of pollutants reaching rivers and the sea,No evidence found (no assessment),1
964,964,Establish size limitations for the capture of recreational species,No evidence found (no assessment),1
965,965,Establish temporary fisheries closures,Unknown effectiveness (limited evidence),1
966,966,Establish temporary fishery closures,Awaiting assessment,1
967,967,Establish temporary fishery closures,Awaiting assessment,1
968,968,Establish territorial fishing use rights,Awaiting assessment,1
969,969,Establish territorial user rights for fisheries,Unknown effectiveness (limited evidence),1
970,970,Establish wild flower areas on farmland,Likely to be beneficial,2
971,971,Excavate brackish/saline pools,No evidence found (no assessment),1
972,972,Excavate freshwater pools,Trade-off between benefit and harms,1
973,973,Excavate pools (without planting),Unknown effectiveness (limited evidence),1
974,974,Exclude ants from solitary bee nesting sites,Awaiting assessment,1
975,975,Exclude ants that protect pests,Likely to be beneficial,2
976,976,Exclude bats from roosts during building work,Unknown effectiveness (limited evidence),1
977,977,Exclude bats from roosts during maintenance work at road/railway bridges and culverts,No evidence found (no assessment),1
978,978,Exclude bats from roosts prior to mine reclamation,No evidence found (no assessment),1
979,979,Exclude bumblebee nest predators such as badgers and mink,Awaiting assessment,1
980,980,Exclude domestic and feral cats from bat roosts and roost entrances,No evidence found (no assessment),1
981,981,Exclude domestic animals or wild hogs by fencing,Likely to be ineffective or harmful,0
982,982,Exclude fish with barriers,Unknown effectiveness (limited evidence),1
983,983,Exclude grazers from semi-natural habitats,Trade-off between benefit and harms,1
984,984,Exclude introduced European earwigs from nest sites,Awaiting assessment,1
985,985,Exclude livestock from semi-natural habitat (including woodland),Likely to be beneficial,2
986,986,Exclude livestock from semi-natural habitat (including woodland),Unknown effectiveness (limited evidence),1
987,987,Exclude or control ‘reservoir species’ to reduce parasite burdens,Unknown effectiveness (limited evidence),1
988,988,Exclude or limit number of visitors to reserves or protected areas,Beneficial,2
